depth_cm,TiCa_1,FeK_1,depth_cm2,TiCa_2,FeK_2,depth_cm3,TiCa_3,FeK_3,Depth_cm_4,TiCa4,FeK4,depth_cm5,TiCa5,FeK5
59.0,0.92,79.53,689.2,0.44,71.17,1338.8,0.39,63.72,1959.6,0.12,45.01,2578.8,0.53,59.53
59.2,1.45,78.48,689.4,0.53,68.53,1339.0,0.35,62.04,1959.8,0.09,45.16,2579.0,0.44,59.80
59.4,1.36,78.90,689.6,0.40,65.70,1339.2,0.38,61.57,1960.0,0.11,45.29,2579.2,0.55,59.62
59.6,1.65,79.99,689.8,0.50,63.05,1339.4,0.41,62.15,1960.2,0.09,45.19,2579.4,0.54,58.93
59.8,1.42,81.07,690.0,0.39,60.82,1339.6,0.38,63.23,1960.4,0.10,44.79,2579.6,0.51,57.81
60.0,1.78,81.92,690.2,0.36,59.12,1339.8,0.46,64.14,1960.6,0.10,44.16,2579.8,0.44,56.50
60.2,1.49,82.40,690.4,0.36,57.96,1340.0,0.37,64.39,1960.8,0.09,43.47,2580.0,0.39,55.24
60.4,1.53,82.42,690.6,0.48,57.37,1340.2,0.37,63.84,1961.0,0.09,42.96,2580.2,0.48,54.18
60.6,1.40,82.00,690.8,0.39,57.27,1340.4,0.44,62.63,1961.2,0.11,42.75,2580.4,0.45,53.37
60.8,1.60,81.29,691.0,0.36,57.49,1340.6,0.41,61.07,1961.4,0.08,42.85,2580.6,0.47,52.81
61.0,1.94,80.50,691.2,0.41,57.83,1340.8,0.46,59.55,1961.6,0.09,43.23,2580.8,0.40,52.46
61.2,1.58,79.83,691.4,0.39,58.10,1341.0,0.44,58.34,1961.8,0.10,43.81,2581.0,0.35,52.25
61.4,1.54,79.36,691.6,0.34,58.27,1341.2,0.38,57.58,1962.0,0.12,44.48,2581.2,0.45,52.17
61.6,1.47,79.05,691.8,0.31,58.36,1341.4,0.47,57.26,1962.2,0.11,45.11,2581.4,0.40,52.15
61.8,2.00,78.83,692.0,0.28,58.39,1341.6,0.42,57.36,1962.4,0.11,45.66,2581.6,0.38,52.06
62.0,1.90,78.66,692.2,0.29,58.38,1341.8,0.44,57.82,1962.6,0.11,46.11,2581.8,0.42,51.77
62.2,1.99,78.69,692.4,0.35,58.38,1342.0,0.49,58.51,1962.8,0.12,46.51,2582.0,0.42,51.28
62.4,1.38,78.99,692.6,0.27,58.40,1342.2,0.48,59.26,1963.0,0.10,46.94,2582.2,0.45,50.68
62.6,1.96,79.60,692.8,0.30,58.48,1342.4,0.42,59.92,1963.2,0.10,47.39,2582.4,0.36,50.18
62.8,1.82,80.38,693.0,0.35,58.66,1342.6,0.46,60.53,1963.4,0.12,47.76,2582.6,0.36,49.99
63.0,1.93,81.20,693.2,0.35,59.04,1342.8,0.47,61.27,1963.6,0.13,47.92,2582.8,0.42,50.14
63.2,2.14,81.99,693.4,0.30,59.66,1343.0,0.44,62.34,1963.8,0.11,47.81,2583.0,0.41,50.45
63.4,1.50,82.70,693.6,0.34,60.53,1343.2,0.47,63.85,1964.0,0.11,47.46,2583.2,0.34,50.81
63.6,1.66,83.36,693.8,0.30,61.51,1343.4,0.51,65.65,1964.2,0.12,46.99,2583.4,0.40,51.26
63.8,2.17,83.92,694.0,0.33,62.40,1343.6,0.56,67.40,1964.4,0.13,46.62,2583.6,0.30,51.95
64.0,1.52,84.16,694.2,0.35,63.01,1343.8,0.58,68.78,1964.6,0.14,46.46,2583.8,0.36,53.10
64.2,1.55,83.79,694.4,0.34,63.29,1344.0,0.49,69.66,1964.8,0.13,46.51,2584.0,0.30,54.76
64.4,1.16,82.59,694.6,0.32,63.25,1344.2,0.61,70.06,1965.0,0.14,46.68,2584.2,0.39,56.64
64.6,1.68,80.61,694.8,0.29,63.00,1344.4,0.53,70.08,1965.2,0.12,46.86,2584.4,0.44,58.22
64.8,1.46,78.33,695.0,0.31,62.77,1344.6,0.59,69.72,1965.4,0.12,47.02,2584.6,0.43,59.01
65.0,1.11,76.64,695.2,0.34,62.70,1344.8,0.56,69.00,1965.6,0.14,47.21,2584.8,0.42,58.83
65.2,1.36,76.41,695.4,0.26,62.83,1345.0,0.53,67.94,1965.8,0.11,47.51,2585.0,0.38,57.79
65.4,1.15,78.03,695.6,0.28,63.11,1345.2,0.52,66.72,1966.0,0.11,48.01,2585.2,0.41,56.27
65.6,1.14,81.26,695.8,0.32,63.50,1345.4,0.53,65.55,1966.2,0.11,48.72,2585.4,0.36,54.65
65.8,1.37,85.51,696.0,0.34,63.96,1345.6,0.51,64.49,1966.4,0.09,49.60,2585.6,0.39,53.19
66.0,1.43,90.07,696.2,0.35,64.37,1345.8,0.55,63.43,1966.6,0.11,50.53,2585.8,0.38,52.02
66.2,1.25,94.27,696.4,0.38,64.64,1346.0,0.46,62.24,1966.8,0.11,51.33,2586.0,0.32,51.24
66.4,0.99,97.76,696.6,0.27,64.62,1346.2,0.54,60.93,1967.0,0.11,51.86,2586.2,0.35,50.93
66.6,0.47,100.31,696.8,0.25,64.20,1346.4,0.42,59.71,1967.2,0.11,52.02,2586.4,0.36,51.16
66.8,1.33,101.82,697.0,0.32,63.35,1346.6,0.46,58.87,1967.4,0.11,51.85,2586.6,0.42,51.90
67.0,1.53,102.48,697.2,0.33,62.20,1346.8,0.48,58.56,1967.6,0.10,51.50,2586.8,0.32,52.99
67.2,0.97,102.68,697.4,0.28,60.90,1347.0,0.52,58.71,1967.8,0.10,51.09,2587.0,0.38,54.12
67.4,1.45,102.77,697.6,0.28,59.62,1347.2,0.48,59.05,1968.0,0.11,50.70,2587.2,0.38,54.87
67.6,1.43,102.95,697.8,0.27,58.48,1347.4,0.50,59.32,1968.2,0.10,50.30,2587.4,0.42,54.94
67.8,1.36,103.14,698.0,0.30,57.51,1347.6,0.52,59.39,1968.4,0.11,49.85,2587.6,0.44,54.26
68.0,1.70,103.06,698.2,0.31,56.70,1347.8,0.49,59.32,1968.6,0.11,49.34,2587.8,0.36,53.01
68.2,1.18,102.55,698.4,0.34,56.08,1348.0,0.52,59.39,1968.8,0.10,48.81,2588.0,0.33,51.62
68.4,1.99,101.90,698.6,0.31,55.75,1348.2,0.50,60.10,1969.0,0.10,48.34,2588.2,0.36,51.04
68.6,1.44,101.69,698.8,0.28,55.76,1348.4,0.49,62.02,1969.2,0.09,47.97,2588.4,0.37,52.61
68.8,2.08,102.35,699.0,0.30,56.02,1348.6,0.35,65.36,1969.4,0.11,47.64,2588.6,0.46,57.11
69.0,1.45,103.74,699.2,0.32,56.39,1348.8,0.57,69.68,1969.6,0.12,47.27,2588.8,0.47,64.01
69.2,1.83,105.23,699.4,0.29,56.72,1349.0,0.67,73.84,1969.8,0.11,46.83,2589.0,0.39,71.44
69.4,1.80,106.23,699.6,0.34,56.93,1349.2,0.65,76.50,1970.0,0.10,46.32,2589.2,0.22,76.79
69.6,0.94,106.57,699.8,0.27,56.99,1349.4,0.71,76.76,1970.2,0.11,45.83,2589.4,0.27,77.94
69.8,1.21,106.48,700.0,0.23,56.98,1349.6,0.59,74.68,1970.4,0.11,45.46,2589.6,0.33,74.47
70.0,0.95,106.35,700.2,0.25,56.99,1349.8,0.74,71.18,1970.6,0.10,45.26,2589.8,0.35,67.84
70.2,1.60,106.40,700.4,0.25,57.16,1350.0,0.56,67.57,1970.8,0.11,45.26,2590.0,0.34,60.51
70.4,1.98,106.59,700.6,0.23,57.56,1350.2,0.66,64.84,1971.0,0.11,45.43,2590.2,0.40,54.61
70.6,1.82,106.59,700.8,0.24,58.18,1350.4,0.60,63.35,1971.2,0.10,45.73,2590.4,0.43,51.12
70.8,1.94,106.11,701.0,0.26,58.90,1350.6,0.48,62.96,1971.4,0.09,46.08,2590.6,0.39,49.74
71.0,1.84,105.15,701.2,0.27,59.60,1350.8,0.54,63.28,1971.6,0.11,46.42,2590.8,0.51,49.38
71.2,2.15,103.73,701.4,0.30,60.18,1351.0,0.52,64.07,1971.8,0.10,46.71,2591.0,0.46,49.26
71.4,2.24,101.86,701.6,0.28,60.59,1351.2,0.55,65.19,1972.0,0.08,46.92,2591.2,0.57,49.17
71.6,2.48,100.02,701.8,0.28,60.84,1351.4,0.56,66.52,1972.2,0.10,47.04,2591.4,0.67,49.13
71.8,2.51,98.84,702.0,0.28,60.89,1351.6,0.56,67.85,1972.4,0.09,47.05,2591.6,0.49,49.15
72.0,1.56,99.21,702.2,0.24,60.69,1351.8,0.54,68.92,1972.6,0.11,46.96,2591.8,0.54,49.20
72.2,1.87,101.75,702.4,0.26,60.13,1352.0,0.40,69.57,1972.8,0.10,46.76,2592.0,0.43,49.29
72.4,1.63,106.05,702.6,0.25,59.25,1352.2,0.54,69.77,1973.0,0.11,46.47,2592.2,0.36,49.41
72.6,1.74,110.74,702.8,0.22,58.19,1352.4,0.41,69.57,1973.2,0.09,46.08,2592.4,0.43,49.53
72.8,2.09,113.97,703.0,0.26,57.14,1352.6,0.50,69.11,1973.4,0.09,45.59,2592.6,0.42,49.65
73.0,1.97,114.58,703.2,0.23,56.24,1352.8,0.58,68.65,1973.6,0.10,45.02,2592.8,0.33,49.75
73.2,1.24,112.63,703.4,0.23,55.52,1353.0,0.60,68.41,1973.8,0.07,44.39,2593.0,0.45,49.78
73.4,1.48,109.38,703.6,0.22,54.94,1353.2,0.54,68.44,1974.0,0.07,43.77,2593.2,0.43,49.71
73.6,1.50,106.48,703.8,0.25,54.43,1353.4,0.59,68.57,1974.2,0.08,43.25,2593.4,0.52,49.57
73.8,1.77,105.24,704.0,0.24,54.02,1353.6,0.56,68.42,1974.4,0.09,42.89,2593.6,0.49,49.45
74.0,1.30,105.80,704.2,0.21,53.76,1353.8,0.51,67.62,1974.6,0.09,42.74,2593.8,0.48,49.44
74.2,1.90,107.64,704.4,0.21,53.74,1354.0,0.51,66.00,1974.8,0.08,42.76,2594.0,0.46,49.61
74.4,2.08,110.05,704.6,0.23,53.99,1354.2,0.50,63.78,1975.0,0.08,42.90,2594.2,0.49,49.94
74.6,2.02,112.33,704.8,0.22,54.48,1354.4,0.42,61.47,1975.2,0.08,43.09,2594.4,0.50,50.31
74.8,1.84,114.31,705.0,0.20,55.11,1354.6,0.33,59.66,1975.4,0.09,43.31,2594.6,0.52,50.60
75.0,1.77,116.08,705.2,0.21,55.77,1354.8,0.41,58.77,1975.6,0.09,43.54,2594.8,0.57,50.79
75.2,1.67,117.69,705.4,0.20,56.33,1355.0,0.39,58.95,1975.8,0.08,43.76,2595.0,0.40,50.95
75.4,1.53,119.12,705.6,0.21,56.65,1355.2,0.48,60.03,1976.0,0.08,43.90,2595.2,0.46,51.22
75.6,0.99,120.25,705.8,0.27,56.63,1355.4,0.51,61.66,1976.2,0.08,43.93,2595.4,0.50,51.67
75.8,1.66,120.78,706.0,0.25,56.35,1355.6,0.51,63.49,1976.4,0.08,43.84,2595.6,0.40,52.21
76.0,2.07,120.38,706.2,0.22,55.96,1355.8,0.69,65.29,1976.6,0.09,43.69,2595.8,0.43,52.58
76.2,1.39,119.04,706.4,0.20,55.67,1356.0,0.63,66.87,1976.8,0.09,43.57,2596.0,0.40,52.56
76.4,2.45,117.06,706.6,0.23,55.59,1356.2,0.63,68.13,1977.0,0.06,43.54,2596.2,0.41,52.07
76.6,2.42,114.87,706.8,0.21,55.72,1356.4,0.58,69.04,1977.2,0.06,43.59,2596.4,0.35,51.26
76.8,1.99,112.88,707.0,0.28,55.88,1356.6,0.63,69.56,1977.4,0.08,43.66,2596.6,0.39,50.51
77.0,2.66,111.46,707.2,0.25,55.90,1356.8,0.62,69.65,1977.6,0.07,43.62,2596.8,0.34,50.22
77.2,2.26,110.67,707.4,0.24,55.68,1357.0,0.69,69.36,1977.8,0.08,43.62,2597.0,0.43,50.53
77.4,2.10,110.17,707.6,0.24,55.28,1357.2,0.74,68.76,1978.0,0.05,43.91,2597.2,0.38,51.25
77.6,2.29,109.73,707.8,0.25,54.82,1357.4,0.58,67.96,1978.2,0.07,44.67,2597.4,0.39,51.99
77.8,2.60,109.29,708.0,0.23,54.42,1357.6,0.61,67.06,1978.4,0.06,45.82,2597.6,0.41,52.34
78.0,2.25,108.83,708.2,0.22,54.16,1357.8,0.58,66.14,1978.6,0.06,46.99,2597.8,0.40,52.19
78.2,1.13,108.45,708.4,0.27,54.16,1358.0,0.48,65.20,1978.8,0.06,47.65,2598.0,0.33,51.70
78.4,1.47,108.11,708.6,0.35,54.56,1358.2,0.40,64.28,1979.0,0.06,47.43,2598.2,0.34,51.19
78.6,1.71,107.62,708.8,0.28,55.43,1358.4,0.48,63.53,1979.2,0.07,46.40,2598.4,0.30,50.93
78.8,1.76,106.98,709.0,0.29,56.66,1358.6,0.54,63.15,1979.4,0.08,44.99,2598.6,0.31,51.00
79.0,1.69,106.36,709.2,0.36,58.00,1358.8,0.55,63.23,1979.6,0.07,43.72,2598.8,0.33,51.31
79.2,0.95,106.06,709.4,0.34,59.08,1359.0,0.61,63.84,1979.8,0.06,42.95,2599.0,0.29,51.72
79.4,0.43,106.42,709.6,0.37,59.60,1359.2,0.52,64.88,1980.0,0.06,42.80,2599.2,0.29,52.08
79.6,0.71,107.41,713.2,0.29,59.55,1359.4,0.47,66.08,1980.2,0.06,43.03,2599.4,0.26,52.30
79.8,1.25,108.51,713.4,0.29,59.17,1359.6,0.49,67.15,1980.4,0.06,43.34,2599.6,0.33,52.31
80.0,1.43,109.04,713.6,0.35,58.76,1359.8,0.55,67.93,1980.6,0.07,43.58,2599.8,0.33,52.09
80.2,1.91,108.62,713.8,0.36,58.57,1360.0,0.52,68.43,1980.8,0.08,43.65,2600.0,0.31,51.74
80.4,1.72,107.40,714.0,0.33,58.68,1360.2,0.52,68.79,1981.0,0.07,43.50,2600.2,0.32,51.67
80.6,1.54,105.85,714.2,0.36,58.97,1360.4,0.49,69.19,1981.2,0.07,43.15,2600.4,0.31,52.26
80.8,2.26,104.56,714.4,0.36,59.21,1360.6,0.46,69.83,1981.4,0.05,42.66,2600.6,0.23,53.57
81.0,2.14,103.81,714.6,0.39,59.38,1360.8,0.48,70.82,1981.6,0.05,42.13,2600.8,0.25,55.17
81.2,2.05,103.40,714.8,0.35,59.47,1361.0,0.56,72.03,1981.8,0.05,41.67,2601.0,0.27,56.32
81.4,2.76,103.13,715.0,0.42,59.46,1361.2,0.52,73.18,1982.0,0.04,41.36,2601.2,0.20,56.33
81.6,1.91,103.03,715.2,0.38,59.35,1361.4,0.49,73.91,1982.2,0.05,41.28,2601.4,0.30,54.99
81.8,2.62,102.98,715.4,0.37,59.11,1361.6,0.46,74.02,1982.4,0.05,41.46,2601.6,0.23,52.75
82.0,2.68,102.82,715.6,0.22,58.70,1361.8,0.49,73.50,1982.6,0.04,41.83,2601.8,0.20,50.40
82.2,2.77,102.40,715.8,0.36,58.08,1362.0,0.52,72.65,1982.8,0.05,42.29,2602.0,0.27,48.61
82.4,2.18,101.52,716.0,0.36,57.37,1362.2,0.52,71.86,1983.0,0.05,42.67,2602.2,0.25,47.84
82.6,1.71,100.19,716.2,0.34,56.70,1362.4,0.42,71.34,1983.2,0.05,42.87,2602.4,0.25,48.18
82.8,0.67,98.74,716.4,0.28,56.21,1362.6,0.47,71.09,1983.4,0.05,42.87,2602.6,0.24,49.27
83.0,0.42,97.62,716.6,0.22,56.10,1362.8,0.40,70.84,1983.6,0.05,42.78,2602.8,0.23,50.59
83.2,0.69,97.11,716.8,0.40,56.46,1363.0,0.40,70.26,1983.8,0.05,42.73,2603.0,0.19,51.65
83.4,0.39,97.20,717.0,0.32,57.22,1363.2,0.46,69.12,1984.0,0.06,42.76,2603.2,0.16,52.38
83.6,0.68,97.65,717.2,0.36,58.14,1363.4,0.42,67.42,1984.2,0.05,42.84,2603.4,0.22,53.33
83.8,0.75,98.06,717.4,0.33,59.02,1363.6,0.38,65.36,1984.4,0.05,42.86,2603.6,0.21,55.25
84.0,0.70,98.21,717.6,0.36,59.80,1363.8,0.36,63.19,1984.6,0.05,42.75,2603.8,0.21,58.40
84.2,1.14,98.11,717.8,0.32,60.46,1364.0,0.37,61.22,1984.8,0.05,42.49,2604.0,0.22,62.17
84.4,2.53,97.88,718.0,0.35,61.11,1364.2,0.32,59.71,1985.0,0.04,42.16,2604.2,0.17,65.16
84.6,2.41,97.66,718.2,0.33,61.74,1364.4,0.26,58.90,1985.2,0.05,41.83,2604.4,0.20,65.90
84.8,2.55,97.72,718.4,0.32,62.26,1364.6,0.27,58.90,1985.4,0.04,41.55,2604.6,0.22,63.79
85.0,2.29,98.24,718.6,0.31,62.64,1364.8,0.33,59.63,1985.6,0.04,41.40,2604.8,0.18,59.47
85.2,2.38,99.24,718.8,0.29,62.95,1365.0,0.28,60.75,1985.8,0.04,41.41,2605.0,0.21,54.45
85.4,2.79,100.50,719.0,0.27,63.38,1365.2,0.34,61.75,1986.0,0.05,41.64,2605.2,0.16,50.18
85.6,2.27,101.54,719.2,0.32,64.08,1365.4,0.32,62.28,1986.2,0.04,42.08,2605.4,0.17,47.48
85.8,2.52,101.87,719.4,0.27,65.16,1365.6,0.35,62.27,1986.4,0.05,42.73,2605.6,0.21,46.29
86.0,2.49,101.26,719.6,0.33,66.44,1365.8,0.37,61.93,1986.6,0.04,43.53,2605.8,0.13,45.94
86.2,2.37,99.85,719.8,0.35,67.59,1366.0,0.34,61.67,1986.8,0.04,44.37,2606.0,0.12,45.87
86.4,2.29,98.04,720.0,0.41,68.24,1366.2,0.34,61.81,1987.0,0.04,45.12,2606.2,0.13,45.83
86.6,2.26,96.42,720.2,0.31,68.26,1366.4,0.39,62.36,1987.2,0.04,45.68,2606.4,0.15,45.60
86.8,1.98,95.53,720.4,0.35,67.70,1366.6,0.42,63.09,1987.4,0.03,45.98,2606.6,0.15,45.12
87.0,1.49,95.57,720.6,0.30,66.77,1366.8,0.37,63.71,1987.6,0.05,45.99,2606.8,0.14,44.45
87.2,1.46,96.34,720.8,0.36,65.88,1367.0,0.41,63.92,1987.8,0.04,45.73,2607.0,0.14,43.73
87.4,1.37,97.41,721.0,0.35,65.38,1367.2,0.38,63.85,1988.0,0.04,45.22,2607.2,0.13,43.15
87.6,2.08,98.15,721.2,0.36,65.48,1367.4,0.37,64.08,1988.2,0.03,44.49,2607.4,0.10,42.84
87.8,1.42,98.03,721.4,0.34,66.13,1367.6,0.37,65.16,1988.4,0.03,43.61,2607.6,0.12,42.80
88.0,2.32,96.86,721.6,0.35,66.95,1367.8,0.34,67.23,1988.6,0.04,42.64,2607.8,0.11,42.90
88.2,2.12,94.88,721.8,0.30,67.41,1368.0,0.38,70.16,1988.8,0.04,41.65,2608.0,0.11,42.96
88.4,2.03,92.79,722.0,0.31,67.02,1368.2,0.27,73.55,1989.0,0.04,40.77,2608.2,0.15,42.87
88.6,1.47,91.40,722.2,0.35,65.67,1368.4,0.32,76.62,1989.2,0.04,40.07,2608.4,0.16,42.61
88.8,1.14,91.26,722.4,0.33,63.58,1368.6,0.36,78.54,1989.4,0.04,39.58,2608.6,0.10,42.24
89.0,2.12,92.27,722.6,0.33,61.20,1368.8,0.46,78.77,1989.6,0.03,39.31,2608.8,0.10,41.89
89.2,2.74,93.89,722.8,0.38,59.04,1369.0,0.37,77.14,1989.8,0.03,39.23,2609.0,0.10,41.65
89.4,1.81,95.38,723.0,0.34,57.44,1369.2,0.53,73.88,1990.0,0.04,39.33,2609.2,0.11,41.55
89.6,2.78,96.27,723.2,0.38,56.52,1369.4,0.38,69.72,1990.2,0.04,39.61,2609.4,0.12,41.57
89.8,3.08,96.45,723.4,0.32,56.18,1369.6,0.42,65.66,1990.4,0.04,40.06,2609.6,0.11,41.68
90.0,2.75,96.22,723.6,0.33,56.19,1369.8,0.41,62.49,1990.6,0.04,40.62,2609.8,0.11,41.87
90.2,2.66,95.93,723.8,0.34,56.29,1370.0,0.53,60.74,1990.8,0.04,41.21,2610.0,0.12,42.17
90.4,2.96,95.84,724.0,0.36,56.31,1370.2,0.41,60.52,1991.0,0.04,41.75,2610.2,0.11,42.56
90.6,2.70,96.07,724.2,0.39,56.21,1370.4,0.50,61.31,1991.2,0.03,42.25,2610.4,0.11,42.95
90.8,2.92,96.49,724.4,0.36,56.11,1370.6,0.56,62.29,1991.4,0.04,42.74,2610.6,0.13,43.19
91.0,3.04,96.83,724.6,0.32,56.20,1370.8,0.58,62.95,1991.6,0.04,43.26,2610.8,0.13,43.35
91.2,2.95,96.83,724.8,0.35,56.62,1371.0,0.52,63.12,1991.8,0.05,43.80,2611.0,0.13,43.74
91.4,3.03,96.42,725.0,0.34,57.31,1371.2,0.53,62.78,1992.0,0.04,44.33,2611.2,0.12,44.67
91.6,3.13,95.68,725.2,0.36,58.00,1371.4,0.66,62.04,1992.2,0.04,44.78,2611.4,0.14,46.26
91.8,3.13,94.81,725.4,0.35,58.36,1371.6,0.51,61.11,1992.4,0.05,45.06,2611.6,0.11,48.21
92.0,2.70,94.05,725.6,0.39,58.19,1371.8,0.59,60.17,1992.6,0.05,45.16,2611.8,0.14,49.97
92.2,3.09,93.48,725.8,0.34,57.60,1372.0,0.55,59.29,1992.8,0.04,45.09,2612.0,0.17,50.99
92.4,3.06,93.07,726.0,0.34,56.87,1372.2,0.47,58.59,1993.0,0.05,44.91,2612.2,0.16,51.03
92.6,2.61,92.73,726.2,0.41,56.39,1372.4,0.46,58.25,1993.2,0.05,44.72,2612.4,0.13,50.27
92.8,2.64,92.38,726.4,0.35,56.32,1372.6,0.46,58.33,1993.4,0.04,44.65,2612.6,0.14,49.18
93.0,2.81,92.04,726.6,0.41,56.63,1372.8,0.52,58.83,1993.6,0.05,44.83,2612.8,0.16,48.19
93.2,3.10,91.86,726.8,0.40,57.10,1373.0,0.62,59.57,1993.8,0.06,45.37,2613.0,0.12,47.62
93.4,2.64,91.92,727.0,0.43,57.49,1373.2,0.58,60.32,1994.0,0.05,46.28,2613.2,0.15,47.61
93.6,2.48,92.15,727.2,0.39,57.70,1373.4,0.66,60.97,1994.2,0.06,47.49,2613.4,0.15,48.19
93.8,3.57,92.43,727.4,0.40,57.79,1373.6,0.58,61.56,1994.4,0.08,48.83,2613.6,0.18,49.31
94.0,3.46,92.57,727.6,0.45,57.95,1373.8,0.55,62.27,1994.6,0.09,50.17,2613.8,0.17,50.81
94.2,2.66,92.41,727.8,0.42,58.32,1374.0,0.63,63.29,1994.8,0.10,51.37,2614.0,0.31,52.43
94.4,2.96,91.97,728.0,0.43,59.20,1374.2,0.56,64.62,1995.0,0.10,52.29,2614.2,0.30,53.84
94.6,2.72,91.48,728.2,0.45,60.96,1374.4,0.56,66.08,1995.2,0.12,52.75,2614.4,0.28,54.85
94.8,2.78,91.24,728.4,0.48,63.83,1374.6,0.64,67.28,1995.4,0.13,52.66,2614.6,0.27,55.42
95.0,2.54,91.49,728.6,0.45,67.70,1374.8,0.65,67.82,1995.6,0.11,52.09,2614.8,0.31,55.56
95.2,2.31,92.30,728.8,0.48,72.00,1375.0,0.73,67.56,1995.8,0.13,51.34,2615.0,0.34,55.25
95.4,2.67,93.47,729.0,0.49,75.87,1375.2,0.65,66.65,1996.0,0.07,50.86,2615.2,0.30,54.41
95.6,2.74,94.60,729.2,0.42,78.62,1375.4,0.55,65.65,1996.2,0.07,50.99,2615.4,0.31,53.06
95.8,2.26,95.31,729.4,0.57,80.00,1375.6,0.53,65.17,1996.4,0.09,51.84,2615.6,0.30,51.40
96.0,2.69,95.53,729.6,0.62,80.24,1375.8,0.60,65.52,1996.6,0.13,53.24,2615.8,0.29,49.80
96.2,2.61,95.31,729.8,0.68,79.74,1376.0,0.67,66.54,1996.8,0.15,54.87,2616.0,0.23,48.67
96.4,2.47,94.82,730.0,0.60,78.81,1376.2,0.56,67.62,1997.0,0.14,56.48,2616.2,0.23,48.18
96.6,1.90,94.22,730.2,0.78,77.58,1376.4,0.70,67.99,1997.2,0.15,58.03,2616.4,0.27,48.23
96.8,2.72,93.68,730.4,0.67,75.97,1376.6,0.75,67.27,1997.4,0.14,59.72,2616.6,0.23,48.54
97.0,2.44,93.21,730.6,0.64,73.96,1376.8,0.72,65.66,1997.6,0.15,61.73,2616.8,0.27,48.80
97.2,2.60,92.85,730.8,0.43,71.71,1377.0,0.61,63.90,1997.8,0.14,63.96,2617.0,0.34,48.87
97.4,2.38,92.66,731.0,0.42,69.40,1377.2,0.52,62.85,1998.0,0.15,66.00,2617.2,0.33,48.88
97.6,2.47,92.68,731.2,0.50,67.18,1377.4,0.53,63.02,1998.2,0.13,67.29,2617.4,0.35,48.98
97.8,2.67,93.02,731.4,0.56,65.09,1377.6,0.57,64.47,1998.4,0.11,67.39,2617.6,0.26,49.21
98.0,2.36,93.95,731.6,0.60,63.20,1377.8,0.57,66.81,1998.6,0.14,66.29,2617.8,0.28,49.53
98.2,2.23,95.68,731.8,0.46,61.70,1378.0,0.77,69.44,1998.8,0.14,64.39,2618.0,0.34,49.78
98.4,1.59,98.03,732.0,0.52,60.83,1378.2,1.22,71.81,1999.0,0.14,62.36,2618.2,0.37,49.82
98.6,2.03,100.36,732.2,0.53,60.68,1378.4,1.37,73.54,1999.2,0.13,60.80,2618.4,0.34,49.70
98.8,1.81,101.91,732.4,0.46,61.15,1378.6,1.72,74.34,1999.4,0.15,60.05,2618.6,0.34,49.57
99.0,2.48,102.15,732.6,0.52,61.95,1378.8,1.68,74.04,1999.6,0.14,60.05,2618.8,0.36,49.59
99.2,2.47,100.74,732.8,0.56,62.78,1379.0,1.61,72.69,1999.8,0.14,60.46,2619.0,0.36,49.82
99.4,2.29,97.64,733.0,0.49,63.59,1379.2,1.00,70.55,2000.0,0.12,61.03,2619.2,0.34,50.27
99.6,2.29,93.01,733.2,0.49,64.54,1379.4,1.01,68.03,2000.2,0.11,61.56,2619.4,0.37,50.89
99.8,2.06,87.06,733.4,0.60,65.81,1379.6,1.02,65.57,2000.4,0.12,61.86,2619.6,0.28,51.53
100.0,2.39,80.23,733.6,0.52,67.55,1379.8,0.91,63.52,2000.6,0.11,61.67,2619.8,0.32,52.02
101.4,0.58,73.21,733.8,0.49,69.61,1380.0,0.96,62.04,2000.8,0.10,60.76,2620.0,0.33,52.25
101.6,0.63,66.91,734.0,0.62,71.57,1380.2,0.52,61.17,2001.0,0.14,59.03,2620.2,0.29,52.10
101.8,0.70,62.11,734.2,0.56,72.91,1380.4,0.53,60.98,2001.2,0.11,56.62,2620.4,0.34,51.55
102.0,0.69,59.13,734.4,0.74,73.30,1380.6,0.56,61.59,2001.4,0.10,53.97,2620.6,0.35,50.75
102.2,0.68,57.75,734.6,0.58,72.73,1380.8,0.57,63.11,2001.6,0.08,51.60,2620.8,0.34,49.93
102.4,0.62,57.41,734.8,0.64,71.38,1381.0,0.78,65.61,2001.8,0.07,49.84,2621.0,0.30,49.31
102.6,0.76,57.37,735.0,0.85,69.59,1381.2,0.86,68.92,2002.0,0.09,48.76,2621.2,0.31,49.05
102.8,0.69,57.21,735.2,0.71,67.65,1381.4,0.72,72.64,2002.2,0.09,48.26,2621.4,0.27,49.18
103.0,0.63,56.86,735.4,0.71,65.78,1381.6,1.11,76.29,2002.4,0.10,48.14,2621.6,0.31,49.63
103.2,0.76,56.27,735.6,0.48,64.24,1381.8,0.87,79.41,2002.6,0.10,48.32,2621.8,0.32,50.33
103.4,0.64,55.45,735.8,0.43,63.46,1382.0,1.05,81.63,2002.8,0.09,48.78,2622.0,0.39,51.21
103.6,0.52,54.61,736.0,0.53,63.86,1382.2,0.74,82.83,2003.0,0.09,49.43,2622.2,0.30,52.12
103.8,0.39,54.06,736.2,0.57,65.68,1382.4,1.22,83.08,2003.2,0.08,50.04,2622.4,0.36,52.85
104.0,0.52,54.01,736.4,0.87,68.93,1382.6,1.76,82.65,2003.4,0.09,50.31,2622.6,0.39,53.23
